School,white,black,hispanic,asian,aian,nhpi,tom,ntr,unk,men,women,highest_degree,ownership,over_25,admissions_rate,sat_mid_reading,sat_mid_math,sat_mid_overall,region,avg_cost_public,avg_cost_private,faculy_salary,ft_faculty_rate,federal_loan_rate,grad_students,undergrads_non_degree_seeking,booksupply_cost,test_requirements,ten_yrs_after_entry_earnings,completion_rate,region_name
Northland Community and Technical College,0.7454,0.1082,0.0562,0.017,0.0194,0.0005,0.0402,0.0038,0.0094,0.4374,0.5626,2,1,0.3217,,,,,4,10860.0,,7990.0,0.596,0.35200000000000004,,1103.0,1000.0,,36066.0,0.5845,Plains
University of Northwestern-St Paul,0.8155,0.0349,0.0489,0.0287,0.0028,0.0,0.0371,0.0124,0.0197,0.4156,0.5844,4,2,0.0569,0.9179,610.0,610.0,1206.0,4,,21871.0,6378.0,1.0,0.3721,149.0,1598.0,500.0,1.0,47975.5,0.5845,Plains
Northwestern Health Sciences University,0.2428,0.0231,0.0058,0.0347,0.0058,0.0,0.0173,0.0,0.6705,0.3237,0.6763,4,2,0.5429,,,,,4,,,5603.0,0.5659,0.4878,737.0,142.0,1000.0,,27754.0,0.5845,Plains
Oak Hills Christian College,0.7927,0.0244,0.0122,0.0122,0.0366,0.0122,0.1098,0.0,0.0,0.5732,0.4268,3,2,0.2444,1.0,,,1020.0,4,,16154.0,4283.0,0.8182,0.6122,,8.0,800.0,1.0,47975.5,0.5845,Plains
Rainy River Community College,0.5816,0.1135,0.1489,0.0,0.0496,0.0,0.0567,0.0496,0.0,0.4326,0.5674,2,1,0.0952,,,,,4,8071.0,,7745.0,,0.2585,,69.0,800.0,,36066.0,0.5845,Plains
Rochester Community and Technical College,0.6806,0.1347,0.0853,0.047,0.0021,0.0,0.0365,0.0103,0.0034,0.3923,0.6077,2,1,0.3151,,,,,4,14088.0,,8321.0,0.4744,0.2999,,1159.0,1600.0,,36066.0,0.5845,Plains
College of Saint Benedict,0.799,0.0265,0.0847,0.0467,0.0069,0.0006,0.0,0.0357,0.0,0.0,1.0,3,2,0.0023,0.8046,573.0,575.0,1213.0,4,,25785.0,8603.0,0.8402,0.6706,,12.0,1000.0,1.0,47975.5,0.5845,Plains
St Cloud Technical and Community College,0.6962,0.1733,0.0561,0.0142,0.0039,0.0017,0.0447,0.0033,0.0067,0.441,0.5589999999999999,2,1,0.2837,,,,,4,9019.0,,7974.0,0.5082,0.3741,,533.0,1200.0,,36066.0,0.5845,Plains
Saint Cloud State University,0.6523,0.0899,0.0412,0.0658,0.002,0.0007,0.0378,0.1061,0.0042,0.4916,0.5084,4,1,0.1252,0.9004,530.0,535.0,1084.0,4,14267.0,,9939.0,0.6269,0.3996,1703.0,3271.0,1200.0,1.0,47975.5,0.5845,Plains
Saint Johns University,0.7851,0.044000000000000004,0.0768,0.0378,0.0074,0.0031,0.0,0.0458,0.0,1.0,0.0,4,2,0.0129,0.7829,560.0,530.0,1194.0,4,,24271.0,8624.0,0.8364,0.6263,98.0,14.0,1000.0,1.0,47975.5,0.5845,Plains
Saint Mary's University of Minnesota,0.7072,0.0919,0.0794,0.0331,0.0048,0.0007,0.0062,0.0311,0.0456,0.4372,0.5628,4,2,0.2222,0.9199,564.0,549.0,1145.0,4,,19514.0,7035.0,0.2153,0.5666,4081.0,19.0,1600.0,1.0,47975.5,0.5845,Plains
St Olaf College,0.6845,0.0277,0.0706,0.0666,0.0,0.0003,0.0406,0.1048,0.0049,0.4171,0.5829,3,2,0.0033,0.4751,650.0,660.0,1335.0,4,,23543.0,8783.0,0.7,0.5036,,39.0,1000.0,1.0,47975.5,0.5845,Plains
Crown College,0.7331,0.0703,0.0664,0.0677,0.0039,0.0052,0.0286,0.0234,0.0013,0.4844,0.5156,4,2,0.19399999999999998,0.4982,560.0,530.0,1069.0,4,,26396.0,5418.0,0.2362,0.5174,362.0,392.0,1316.0,1.0,47975.5,0.5845,Plains
The College of Saint Scholastica,0.8273,0.0348,0.0364,0.0258,0.0119,0.0004,0.034,0.0196,0.0098,0.2921,0.7079,4,2,0.2668,0.7638,,,1185.0,4,,24066.0,7180.0,0.5469,0.6425,1425.0,37.0,1150.0,5.0,47975.5,0.5845,Plains
Empire Beauty School-Bloomington,0.2769,0.3231,0.1,0.0385,0.0308,0.0,0.1154,0.0,0.1154,0.0231,0.9769,1,3,0.3692,,,,,4,,15193.0,,,0.5247,,,,,27754.0,0.5845,Plains
St Catherine University,0.5993,0.0998,0.1062,0.121,0.0013,0.0032,0.0389,0.0058,0.0245,0.0463,0.9537,4,2,0.3819,0.6733,605.0,570.0,1184.0,4,,19078.0,7313.0,0.4786,0.6890000000000001,1248.0,46.0,1000.0,1.0,47975.5,0.5845,Plains
Rasmussen University-Minnesota,0.4941,0.1744,0.052000000000000005,0.0412,0.0,0.0015,0.0283,0.0,0.2086,0.1559,0.8441,4,3,0.6809999999999999,,,,,4,,18586.0,6008.0,0.2883,0.7623,49.0,34.0,180.0,,36066.0,0.5845,Plains
Saint Paul College,0.29100000000000004,0.3648,0.0906,0.1862,0.0061,0.0006,0.0484,0.0063,0.0061,0.4566,0.5434,2,1,0.3615,,,,,4,11613.0,,7844.0,0.4917,0.2269,,1700.0,1200.0,,27754.0,0.5845,Plains
Southwest Minnesota State University,0.753,0.0685,0.0509,0.0218,0.0042,0.0016,0.0327,0.0571,0.0104,0.4006,0.5994,4,1,0.0773,0.6391,500.0,498.0,1077.0,4,14397.0,,9491.0,0.498,0.1762,422.0,4709.0,1200.0,1.0,47975.5,0.5845,Plains
Summit Academy Opportunities Industrialization Center,0.1968,0.4186,0.095,0.1244,0.0204,0.0045,0.0995,0.0181,0.0226,0.6267,0.3733,1,2,0.6471,,,,,4,,9092.0,,,0.0,,,,,27754.0,0.5845,Plains
United Theological Seminary of the Twin Cities,,,,,,,,,,,,4,2,,,,,,4,,,5121.0,0.9,,118.0,,,,,0.5845,Plains
Vermilion Community College,0.7371,0.1416,0.0404,0.0022,0.009000000000000001,0.0022,0.0472,0.0,0.0202,0.6764,0.3236,2,1,0.0581,,,,,4,14154.0,,7621.0,0.4706,0.4576,,192.0,1000.0,,36066.0,0.5845,Plains
Dunwoody College of Technology,0.7758,0.0553,0.0538,0.0538,0.006,0.0022,0.0321,0.003,0.0179,0.8244,0.1756,3,2,0.4021,0.9688,,,,4,,24488.0,6333.0,0.5528,0.8291,,20.0,791.0,2.0,36066.0,0.5845,Plains
Ridgewater College,0.8063,0.0418,0.1013,0.0085,0.0058,0.0012,0.0275,0.0012,0.0066,0.4432,0.5568,2,1,0.271,,,,,4,11764.0,,7909.0,0.5976,0.3445,,669.0,1200.0,,36066.0,0.5845,Plains
Minnesota State College Southeast,0.8188,0.0501,0.0598,0.0246,0.0088,0.0009,0.028999999999999998,0.0035,0.0044,0.4987,0.5013,2,1,0.3026,,,,,4,13824.0,,8051.0,0.5169,0.3254,,793.0,1000.0,,27754.0,0.5845,Plains
Winona State University,0.8369,0.0304,0.0459,0.0254,0.0028,0.0004,0.0304,0.0226,0.005,0.3409,0.6591,4,1,0.0993,0.6791,535.0,570.0,1105.0,4,17656.0,,9301.0,0.6257,0.5888,627.0,178.0,900.0,1.0,47975.5,0.5845,Plains
Mitchell Hamline School of Law,,,,,,,,,,,,4,2,,,,,,4,,,3532.0,0.1238,,1168.0,,,,,0.5845,Plains
Century College,0.5203,0.1123,0.0984,0.1898,0.0028,0.0006,0.047,0.0199,0.0089,0.4325,0.5675,2,1,0.3411,,,,,4,10808.0,,8313.0,0.4191,0.2709,,1426.0,1200.0,,36066.0,0.5845,Plains
Alcorn State University,0.0188,0.9194,0.0052,0.0017,0.0014,0.0042,0.0,0.0493,0.0,0.3569,0.6431,4,1,0.1095,0.5823,460.0,425.0,1034.0,5,14836.0,,6415.0,0.7490000000000001,0.7268,454.0,189.0,1586.0,1.0,47975.5,0.5845,Southeast
Belhaven University,0.3656,0.3705,0.0473,0.0973,0.0045,0.0,0.0246,0.0107,0.0795,0.3545,0.6455,4,2,0.5661,0.4941,,,,5,,17439.0,4410.0,0.1277,0.6940000000000001,2205.0,129.0,650.0,2.0,47975.5,0.5845,Southeast
Blue Mountain College,0.763,0.1334,0.0283,0.0,0.0078,0.0,0.0298,0.0377,0.0,0.4647,0.5353,4,2,0.1086,0.9571,510.0,595.0,1067.0,5,,12483.0,5337.0,0.6667,0.5832,20.0,164.0,1200.0,1.0,47975.5,0.5845,Southeast
Chris Beauty College,0.4625,0.45,0.0125,0.075,0.0,0.0,0.0,0.0,0.0,0.2375,0.7625,1,3,0.3875,,,,,5,,20052.0,,,0.0,,,,,27754.0,0.5845,Southeast
Coahoma Community College,0.052000000000000005,0.9196,0.0042,0.0014,0.0028,0.0007,0.0055,0.0062,0.0076,0.4304,0.5696,2,1,0.109,,,,,5,1004.0,,5112.0,0.7477,0.0,,365.0,900.0,,36066.0,0.5845,Southeast
Copiah-Lincoln Community College,0.5214,0.4324,0.0134,0.0039,0.0035,0.0013,0.0099,0.0,0.0143,0.3961,0.6039,2,1,0.1429,,,,,5,3714.0,,4733.0,1.0,0.1529,,798.0,1350.0,,36066.0,0.5845,Southeast
Delta State University,0.5845,0.3074,0.0241,0.0063,0.0027,0.0004,0.0165,0.0492,0.0089,0.4419,0.5581,4,1,0.1367,0.9403,545.0,570.0,1087.0,5,13132.0,,6485.0,0.6107,0.4033,642.0,871.0,1500.0,1.0,47975.5,0.5845,Southeast
East Central Community College,0.5261,0.3241,0.0294,0.0022,0.0648,0.0022,0.0261,0.0098,0.0153,0.4052,0.5948,2,1,0.1083,,,,,5,4999.0,,5360.0,0.5379,0.1525,,583.0,1480.0,,36066.0,0.5845,Southeast
East Mississippi Community College,0.4581,0.4905,0.017,0.0085,0.0108,0.0,0.0029,0.0,0.0121,0.4502,0.5498,2,1,0.1438,,,,,5,6039.0,,6027.0,0.4484,0.2679,,780.0,1200.0,,36066.0,0.5845,Southeast
Fosters Cosmetology College,0.2353,0.7647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5882,0.4118,1,3,0.5882,,,,,5,,14270.0,,,0.3333,,,,,27754.0,0.5845,Southeast
Academy of Hair Design-Grenada,0.5758,0.4242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0606,0.9394,1,3,0.3636,,,,,5,,18174.0,,,0.7273,,,,,27754.0,0.5845,Southeast
Hinds Community College,0.317,0.597,0.0192,0.0076,0.0014,0.0001,0.0364,0.0,0.0213,0.38299999999999995,0.617,2,1,0.22399999999999998,,,,,5,3757.0,,5112.0,0.9976,0.3324,,3302.0,1360.0,,27754.0,0.5845,Southeast
Holmes Community College,0.495,0.4581,0.0162,0.0088,0.0013,0.0002,0.006999999999999999,0.0002,0.0132,0.3523,0.6477,2,1,0.2344,,,,,5,4321.0,,6113.0,1.0,0.1492,,967.0,2400.0,,36066.0,0.5845,Southeast
Itawamba Community College,0.6792,0.2608,0.0247,0.0055,0.0012,0.0,0.019,0.0,0.0095,0.4054,0.5946,2,1,0.1497,,,,,5,5107.0,,6798.0,0.4966,0.1505,,765.0,1450.0,,36066.0,0.5845,Southeast
Jones County Junior College,0.6409999999999999,0.3084,0.0128,0.005,0.0079,0.0013,0.0168,0.0,0.0068,0.3905,0.6095,2,1,0.1407,,,,,5,4673.0,,5615.0,0.8343,0.1165,,720.0,900.0,,36066.0,0.5845,Southeast
Meridian Community College,0.4622,0.4477,0.0108,0.0057,0.0162,0.0,0.0111,0.0,0.0463,0.313,0.687,2,1,0.3266,,,,,5,5940.0,,5048.0,0.6175,0.099,,440.0,2000.0,,36066.0,0.5845,Southeast
Mississippi Delta Community College,0.29,0.6674,0.019,0.0036,0.001,0.0,0.0,0.0,0.019,0.3563,0.6437,2,1,0.1288,,,,,5,2819.0,,5748.0,0.6387,0.0,,571.0,1400.0,,36066.0,0.5845,Southeast
University of Mississippi,0.7762,0.124,0.0373,0.0191,0.003,0.0008,0.0246,0.0148,0.0002,0.4343,0.5657,4,1,0.0674,0.8814,575.0,560.0,1200.0,5,14016.0,,9294.0,0.8406,0.3624,4467.0,218.0,1100.0,1.0,47975.5,0.5845,Southeast
Mississippi University for Women,0.5461,0.4105,0.0018,0.0081,0.013000000000000001,0.0,0.0004,0.0201,0.0,0.1799,0.8201,4,1,0.2483,0.9664,540.0,540.0,1100.0,5,12054.0,,6325.0,0.6581,0.5369,217.0,360.0,1600.0,1.0,47975.5,0.5845,Southeast
Mississippi Valley State University,0.0175,0.9043,0.0097,0.0032,0.0006,0.0019,0.0052,0.0,0.0576,0.4114,0.5886,4,1,0.1348,0.6507,,,1000.0,5,16394.0,,5845.0,0.7019,0.7876,314.0,287.0,2000.0,1.0,47975.5,0.5845,Southeast
Southwest Mississippi Community College,0.493,0.4433,0.0209,0.0027,0.0016,0.0005,0.0134,0.0048,0.0198,0.3888,0.6112,2,1,0.1964,,,,,5,3834.0,,6231.0,1.0,0.0,,258.0,400.0,,36066.0,0.5845,Southeast
Mississippi College of Beauty Culture,0.7778,0.2037,0.0,0.0185,0.0,0.0,0.0,0.0,0.0,0.0185,0.9815,1,3,0.2593,,,,,5,,17397.0,,,0.4186,,,,,27754.0,0.5845,Southeast
Mississippi Gulf Coast Community College,0.5863,0.2416,0.0628,0.0255,0.0036,0.0016,0.0492,0.0,0.0296,0.3979,0.6021,2,1,0.2601,,,,,5,8503.0,,5592.0,0.6324,0.2722,,1374.0,960.0,,36066.0,0.5845,Southeast
Northeast Mississippi Community College,0.762,0.1895,0.0184,0.0041,0.0013,0.0006,0.0177,0.0,0.0063,0.3888,0.6112,2,1,0.1664,,,,,5,8307.0,,5382.0,0.7791,0.1811,,450.0,150.0,,36066.0,0.5845,Southeast
Northwest Mississippi Community College,0.5832,0.3254,0.0417,0.008,0.0023,0.0012,0.0216,0.0,0.0165,0.3987,0.6013,2,1,0.1509,,,,,5,6009.0,,5632.0,0.5392,0.1317,,1788.0,1700.0,,36066.0,0.5845,Southeast
Pearl River Community College,0.6361,0.2907,0.0204,0.0074,0.0041,0.0,0.0,0.0021,0.0392,0.3662,0.6338,2,1,0.1858,,,,,5,6114.0,,5143.0,1.0,0.2727,,307.0,1300.0,,36066.0,0.5845,Southeast
Rust College,0.0,0.9201,0.0027,0.0,0.0,0.0,0.0,0.0136,0.0637,0.3997,0.6003,3,2,0.0664,0.5025,,,,5,,11317.0,4515.0,0.92,0.8487,,,250.0,2.0,47975.5,0.5845,Southeast
Southeastern Free Will Baptist Bible College,0.8793,0.0,0.1207,0.0,0.0,0.0,0.0,0.0,0.0,0.5345,0.4655,3,2,0.0678,,,,,5,,13652.0,4902.0,,0.2857,,1.0,1200.0,,47975.5,0.5845,Southeast
University of Southern Mississippi,0.6046,0.2875,0.0345,0.0135,0.0045,0.0013,0.0359,0.0181,0.0,0.3658,0.6342,4,1,0.1919,0.9694,,,1135.0,5,14923.0,,7841.0,0.9878,0.5779,2539.0,73.0,1500.0,1.0,47975.5,0.5845,Southeast
Magnolia College of Cosmetology,0.1628,0.8140000000000001,0.0,0.0233,0.0,0.0,0.0,0.0,0.0,0.0233,0.9767,1,3,0.4651,,,,,5,,11490.0,,,0.8519,,,,,27754.0,0.5845,Southeast
Tougaloo College,0.0014,0.9758,0.0028,0.0,0.0,0.0,0.0,0.0199,0.0,0.3485,0.6515,4,2,0.0777,0.7069,440.0,425.0,969.0,5,,14609.0,4755.0,0.7407,0.77,8.0,5.0,1400.0,1.0,47975.5,0.5845,Southeast
Vaughn Beauty College,0.5758,0.3939,0.0,0.0303,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,3,0.1818,,,,,5,,8381.0,,,0.0,,,,,27754.0,0.5845,Southeast
Wesley Biblical Seminary,,,,,,,,,,,,4,2,,,,,,5,,,4593.0,,,137.0,,,,,0.5845,Southeast
William Carey University,0.6282,0.2618,0.0218,0.0087,0.0029,0.0,0.0,0.0582,0.0184,0.3354,0.6646,4,2,0.22899999999999998,0.5504,530.0,535.0,1170.0,5,,13000.0,6471.0,0.5618,0.4617,1830.0,1147.0,1200.0,1.0,47975.5,0.5845,Southeast
Aquinas Institute of Theology,,,,,,,,,,,,4,2,,,,,,4,,,4250.0,0.4444,,118.0,,,,,0.5845,Plains
Avila University,0.5313,0.222,0.1295,0.0167,0.006999999999999999,0.0035,0.0264,0.0634,0.0,0.3744,0.6256,4,2,0.2394,0.4112,555.0,528.0,1085.0,4,,17048.0,6172.0,0.318,0.8636,373.0,18.0,1088.0,1.0,47975.5,0.5845,Plains
House of Heavilin Beauty College-Blue Springs,0.5909,0.2955,0.0758,0.0,0.0,0.0,0.0379,0.0,0.0,0.0227,0.9773,1,3,0.3939,,,,,4,,22741.0,,,0.5041,,,,,27754.0,0.5845,Plains
Cox College,0.8638,0.011000000000000001,0.0193,0.022000000000000002,0.0,0.0014,0.0358,0.0,0.0468,0.1334,0.8666,4,2,0.4217,0.3889,,,,4,,24746.0,7134.0,0.6627,0.7582,228.0,1.0,1700.0,2.0,47975.5,0.5845,Plains
Calvary University,0.7785,0.0796,0.0415,0.0173,0.0069,0.0069,0.0381,0.0035,0.0277,0.4602,0.5398,4,2,0.2328,0.7778,570.0,555.0,1092.0,4,,16426.0,3321.0,0.7381,0.3855,82.0,59.0,794.0,1.0,47975.5,0.5845,Plains
Cape Girardeau Career and Technology Center,0.8862,0.0813,0.0,0.0081,0.0041,0.0,0.0203,0.0,0.0,0.3089,0.6911,1,1,0.4309,,,,,4,11651.0,,,,0.2819,,,,,27754.0,0.5845,Plains
Central Christian College of the Bible,0.7157,0.1117,0.0711,0.0,0.0051,0.0,0.0558,0.0305,0.0102,0.6091,0.3909,3,2,0.2745,,,,,4,,14118.0,3971.0,0.5517,0.6197,,7.0,1240.0,,47975.5,0.5845,Plains
Central Methodist University-College of Liberal Arts and Sciences,0.674,0.1049,0.0927,0.0096,0.0026,0.0,0.035,0.0629,0.0184,0.4878,0.5122,3,2,0.0341,0.9323,510.0,505.0,1099.0,4,,21082.0,6388.0,1.0,0.743,,1.0,1000.0,1.0,47975.5,0.5845,Plains
University of Central Missouri,0.7667,0.0951,0.051,0.0082,0.0027,0.0028,0.0468,0.0195,0.0072,0.4485,0.5515,4,1,0.1288,0.6503,,,1120.0,4,13677.0,,7528.0,0.9978,0.4859,2325.0,1368.0,1250.0,1.0,47975.5,0.5845,Plains
Grand River Technical School,0.9048,0.0119,0.0119,0.0119,0.0357,0.0,0.0238,0.0,0.0,0.7619,0.2381,1,1,0.2976,0.7465,,,,4,4075.0,,,,0.0,,,,3.0,27754.0,0.5845,Plains
Cleveland University-Kansas City,0.7703,0.0946,0.0405,0.027000000000000003,0.0,0.0,0.027000000000000003,0.0,0.0405,0.2568,0.7432,4,2,0.4054,1.0,,,,4,,35746.0,5199.0,0.593,1.0,516.0,,1358.0,2.0,47975.5,0.5845,Plains
Conception Seminary College,0.7442,0.0,0.18600000000000003,0.0465,0.0,0.0,0.0233,0.0,0.0,1.0,0.0,3,2,0.2766,1.0,,,995.0,4,,34801.0,4666.0,,0.1719,,4.0,650.0,1.0,47975.5,0.5845,Plains
Cottey College,0.6758,0.0469,0.08199999999999999,0.0039,0.0078,0.0039,0.0508,0.1289,0.0,0.0,1.0,3,2,0.0391,0.4598,545.0,530.0,1094.0,4,,18322.0,6591.0,1.0,0.5683,,,1100.0,1.0,36066.0,0.5845,Plains
Covenant Theological Seminary,,,,,,,,,,,,4,2,,,,,,4,,,6041.0,1.0,,522.0,,,,,0.5845,Plains
Crowder College,0.7658,0.0141,0.1054,0.0117,0.02,0.0086,0.0458,0.01,0.0186,0.375,0.625,2,1,0.1863,,,,,4,5080.0,,4759.0,0.3579,0.1533,,1497.0,1200.0,,36066.0,0.5845,Plains
Culver-Stockton College,0.6886,0.1308,0.0714,0.0086,0.0054,0.0032,0.0465,0.0454,0.0,0.5416,0.4584,4,2,0.0412,0.5218,505.0,490.0,1033.0,4,,20919.0,5639.0,0.5778,0.8029999999999999,39.0,46.0,1100.0,1.0,47975.5,0.5845,Plains
Drury University,0.8125,0.0291,0.0162,0.0095,0.0102,0.0041,0.0345,0.065,0.019,0.4245,0.5755,4,2,0.0412,0.6442,570.0,565.0,1210.0,4,,18419.0,7547.0,1.0,0.545,264.0,2.0,1200.0,1.0,47975.5,0.5845,Plains
Eden Theological Seminary,,,,,,,,,,,,4,2,,,,,,4,,,6754.0,1.0,,115.0,,,,,0.5845,Plains
Evangel University,0.7883,0.0429,0.0795,0.0103,0.0086,0.0006,0.04,0.0086,0.0212,0.4434,0.5566,4,2,0.0982,0.9668,,,,4,,22837.0,6391.0,0.4696,0.9337,507.0,45.0,1096.0,3.0,47975.5,0.5845,Plains
Fontbonne University,0.6476,0.1867,0.0315,0.0175,0.0023,0.0012,0.0373,0.0455,0.0303,0.3897,0.6103,4,2,0.1935,0.7871,530.0,515.0,1063.0,4,,15961.0,7259.0,0.3953,0.6566,331.0,11.0,1000.0,1.0,47975.5,0.5845,Plains
Four Rivers Career Center,0.9143,0.0286,0.0286,0.0,0.0,0.0,0.0286,0.0,0.0,0.0571,0.9429,1,1,0.6286,,,,,4,15951.0,,,,0.8788,,,0.0,,27754.0,0.5845,Plains
Ozarks Technical Community College,0.8161,0.0277,0.0568,0.0171,0.0065,0.002,0.0528,0.0,0.021,0.4085,0.5915,2,1,0.2792,,,,,4,7908.0,,5777.0,0.2727,0.5471,,2187.0,800.0,,36066.0,0.5845,Plains
Hannibal-LaGrange University,0.8,0.0298,0.0298,0.0066,0.0,0.0066,0.0099,0.0909,0.0264,0.4066,0.5934,4,2,0.2091,0.6124,530.0,490.0,1092.0,4,,20256.0,5179.0,1.0,0.4944,57.0,141.0,770.0,1.0,47975.5,0.5845,Plains
Harris-Stowe State University,0.0414,0.8398,0.0322,0.0037,0.0019,0.0,0.0284,0.0155,0.0371,0.3148,0.6852,3,1,0.1982,,,,,4,10551.0,,6046.0,0.2143,0.7331,,13.0,800.0,,47975.5,0.5845,Plains
House of Heavilin Beauty College-Kansas City,0.0,0.9565,0.0,0.0,0.0,0.0435,0.0,0.0,0.0,0.0,1.0,1,3,0.5217,,,,,4,,25753.0,,,0.5122,,,,,27754.0,0.5845,Plains
Summit Salon Academy Kansas City,0.56,0.2,0.12,0.0,0.0,0.02,0.1,0.0,0.0,0.06,0.94,1,3,0.44,,,,,4,,13019.0,,,0.5493,,,,,27754.0,0.5845,Plains
Washington & Jefferson College,0.7368,0.065,0.057,0.0217,0.0,0.0,0.0313,0.0273,0.061,0.4848,0.5152,4,2,0.0079,0.8523,,,,2,,26427.0,8262.0,0.7434,0.8503,3.0,16.0,800.0,2.0,47975.5,0.5845,Mid East
Paul Mitchell the School-Missouri Columbia,0.045,0.1441,0.018000000000000002,0.009000000000000001,0.0,0.7748,0.009000000000000001,0.0,0.0,0.0541,0.9459,1,3,0.3333,,,,,4,,11186.0,,,0.6707,,,,,27754.0,0.5845,Plains
Barnes-Jewish College Goldfarb School of Nursing,0.7961,0.0721,0.0281,0.0299,0.0018,0.0018,0.0299,0.0246,0.0158,0.1248,0.8752,4,2,0.3849,,,,,4,,,6771.0,0.5347,0.8185,94.0,,,,47975.5,0.5845,Plains
Kansas City Art Institute,0.6628,0.0646,0.122,0.0459,0.0043,0.0,0.066,0.0057,0.0287,0.2755,0.7245,3,2,0.0687,0.5655,,,,4,,30452.0,7490.0,0.4912,0.6617,,2.0,2000.0,3.0,47975.5,0.5845,Plains
Kenrick Glennon Seminary,,,,,,,,,,,,4,2,,,,,,4,,,2904.0,0.6,,85.0,,,,,0.5845,Plains
A T Still University of Health Sciences,,,,,,,,,,,,4,2,,,,,,4,,,9756.0,0.2909,,3857.0,,,,,0.5845,Plains
Lake Career and Technical Center,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,0.2222,,,,,4,3366.0,,,,0.0,,,425.0,,27754.0,0.5845,Plains
Lex La-Ray Technical Center,0.9355,0.0645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0323,0.9677,1,1,0.5806,0.5625,,,,4,6784.0,,,,0.3729,,,,2.0,27754.0,0.5845,Plains
Lindenwood University,0.5796,0.1268,0.0451,0.011000000000000001,0.0045,0.0058,0.0283,0.1103,0.0886,0.4534,0.5466,4,2,0.2324,0.8756,535.0,540.0,1116.0,4,,17491.0,7756.0,1.0,0.6211,2738.0,133.0,1250.0,5.0,47975.5,0.5845,Plains
State Technical College of Missouri,0.941,0.0104,0.0175,0.0058,0.0013,0.0,0.0175,0.0,0.0065,0.8296,0.1704,2,1,0.1009,,,,,4,12926.0,,5348.0,0.7015,0.4745,,181.0,985.0,,36066.0,0.5845,Plains
Logan University,0.6986,0.1005,0.032,0.032,0.0046,0.0091,0.0685,0.0,0.0548,0.3425,0.6575,4,2,0.5117,0.6667,563.0,458.0,1118.0,4,,13518.0,6871.0,0.4056,0.6601,1408.0,37.0,960.0,5.0,47975.5,0.5845,Plains
Metropolitan Community College-Kansas City,0.5576,0.1701,0.1271,0.031,0.0026,0.0024,0.0766,0.0103,0.0223,0.3964,0.6036,2,1,0.2961,,,,,4,7066.0,,7248.0,1.0,0.0762,,2686.0,1600.0,,36066.0,0.5845,Plains
Lutheran School of Nursing,0.6159,0.3232,0.0061,0.0244,0.0,0.0,0.0305,0.0,0.0,0.1341,0.8659,1,3,0.7439,0.0,,,,4,,12167.0,,,0.6848,,,1847.0,1.0,27754.0,0.5845,Plains
Maryville University of Saint Louis,0.6794,0.1177,0.0581,0.0306,0.0044,0.0,0.0393,0.0359,0.0347,0.3395,0.6605,4,2,0.2923,0.8287,570.0,575.0,1137.0,4,,29064.0,8655.0,0.1846,0.7863,5559.0,103.0,,5.0,47975.5,0.5845,Plains
Merrell University of Beauty Arts and Science,0.8714,0.0857,0.0286,0.0,0.0,0.0,0.0,0.0,0.0143,0.0571,0.9429,1,3,0.2714,,,,,4,,8530.0,,,0.4681,,,,,27754.0,0.5845,Plains
Midwest Institute,0.5242,0.29,0.0149,0.0037,0.0,0.0,0.0037,0.0,0.1636,0.0781,0.9219,2,3,0.4349,0.7647,,,,4,,20157.0,3919.0,0.4348,0.5801,,,,3.0,27754.0,0.5845,Plains
Midwestern Baptist Theological Seminary,0.7006,0.0554,0.0389,0.0479,0.0165,0.0,0.0105,0.003,0.1272,0.7156,0.2844,4,2,0.5731,1.0,515.0,600.0,1120.0,4,,19878.0,3376.0,0.2182,0.3481,2368.0,2.0,1248.0,5.0,47975.5,0.5845,Plains
Mineral Area College,0.8925,0.0234,0.02,0.0022,0.0033,0.0011,0.0256,0.0134,0.0184,0.3463,0.6537,2,1,0.1966,,,,,4,9270.0,,5218.0,0.3659,0.1487,,844.0,2000.0,,36066.0,0.5845,Plains
Missouri Baptist University,0.7727,0.1264,0.0057,0.0159,0.0193,0.004,0.0074,0.0295,0.0193,0.4229,0.5771,4,2,0.1107,0.6104,510.0,500.0,1074.0,4,,20444.0,6170.0,0.2211,0.2917,873.0,2672.0,1298.0,1.0,47975.5,0.5845,Plains
Missouri Southern State University,0.7299,0.0641,0.0785,0.0255,0.0348,0.0038,0.0217,0.023,0.0186,0.3919,0.6081,4,1,0.2195,0.9407,495.0,495.0,1078.0,4,9625.0,,6115.0,0.5771,0.4551,129.0,736.0,827.0,1.0,47975.5,0.5845,Plains
Missouri Valley College,0.4487,0.1763,0.0991,0.0095,0.0066,0.0109,0.0444,0.185,0.0197,0.5907,0.4093,4,2,0.0695,0.527,470.0,495.0,988.0,4,,19396.0,4639.0,0.6259,0.5127,28.0,367.0,2950.0,1.0,47975.5,0.5845,Plains
Missouri Western State University,0.7339,0.1218,0.0249,0.0134,0.0044,0.0017,0.0707,0.0102,0.019,0.3947,0.6053,4,1,0.1198,,,,,4,10958.0,,6651.0,0.629,0.3882,241.0,1263.0,1000.0,,47975.5,0.5845,Plains
