School,white,black,hispanic,asian,aian,nhpi,tom,ntr,unk,men,women,highest_degree,ownership,over_25,admissions_rate,sat_mid_reading,sat_mid_math,sat_mid_overall,region,avg_cost_public,avg_cost_private,faculy_salary,ft_faculty_rate,federal_loan_rate,grad_students,undergrads_non_degree_seeking,booksupply_cost,test_requirements,ten_yrs_after_entry_earnings,completion_rate
Spring Hill College,0.6791,0.141,0.0363,0.013,0.0026,0.0026,0.0285,0.045,0.0519,0.3763,0.6237,4,2,0.0259,0.4978,560,553,1131,5,,22221,6627,0.696,0.7823,130,4,1500,5,47975.5,0.5845
Stillman College,0.0422,0.8578,0,0.0012,0.0024,0.0024,0,0,0.094,0.4843,0.5157,3,2,0.1452,0.3296,,,,5,,18352,4845,0.7193,0.7829,,31,2034,2,47975.5,0.5845
Talladega College,0.024,0.8837,0.0359,0,0.0017,0.0017,0.0214,0.0282,0.0034,0.4636,0.5364,3,2,0.1016,,,,,5,,15661,5889,0.5059,0.7548,9,61,1570,,47975.5,0.5845
H Councill Trenholm State Community College,0.2487,0.7019,0.0299,0.0103,0.0046,0.0017,0.0017,0,0.0011,0.4199,0.5801,2,1,0.3168,,,,,5,6723,,6421,0.4853,0,,301,1800,,27754,0.5845
Troy University,0.526,0.3086,0.0398,0.0076,0.0035,0.0011,0.0339,0.0471,0.0324,0.3725,0.6275,4,1,0.2847,0.8757,510,500,1079,5,14285,,6657,0.4748,0.6328,3441,400,1300,1,47975.5,0.5845
Tuskegee University,0.0042,0.8885,0.0121,0.0079,0.0038,0.005,0.0167,0,0.0618,0.3622,0.6378,4,2,0.033,0.5173,509,480,1029,5,,34575,7224,0.8736,0.3614,482,,1812,1,47975.5,0.5845
United States Sports Academy,0.6161,0.1611,0.109,0.0095,0,0,0.0616,0.0142,0.0284,0.8104,0.1896,4,2,0.7931,,,,,5,,,5450,0.44,0.1213,267,21,,,47975.5,0.5845
Bevill State Community College,0.7981,0.154,0.0219,0.003,0.0011,0.0004,0.0145,0,0.0071,0.3866,0.6134,2,1,0.2173,,,,,5,8090,,6749,0.3066,0,,1092,1400,,27754,0.5845
University of Alaska Anchorage,0.5249,0.0326,0.0945,0.0808,0.0534,0.0334,0.1215,0.0208,0.038,0.4189,0.5811,4,1,0.4101,0.8296,,,,8,12995,,9124,0.5188,0.2131,663,2846,1440,2,47975.5,0.5845
Alaska Bible College,0.8,0.0333,0.0333,0.0333,0.0333,0,0.0667,0,0,0.7,0.3,3,2,0.25,,,,,8,,18217,2500,,0.2128,,10,600,,47975.5,0.5845
University of Alaska Fairbanks,0.4993,0.0361,0.0864,0.0188,0.1308,0.0082,0.1059,0.0129,0.1016,0.4224,0.5776,4,1,0.4797,0.7599,585,570,1121,8,10333,,9658,0.6068,0.2145,973,1796,2000,1,47975.5,0.5845
University of Alaska Southeast,0.5519,0.0078,0.0874,0.0234,0.1029,0.0329,0.1073,0.0043,0.0822,0.3227,0.6773,4,1,0.5467,0.6057,,,,8,11787,,8374,0.5625,0.1806,264,730,1400,2,27754,0.5845
Alaska Pacific University,0.3711,0.0314,0.0755,0.022,0.2484,0.0157,0.1226,0,0.1132,0.283,0.717,4,2,0.4629,0.8924,,,,8,,18602,5769,0.4419,0.4751,192,19,1200,3,47975.5,0.5845
Alaska Vocational Technical Center,0.3994,0.0095,0.0317,0.0158,0.1363,0.0016,0.0792,0,0.3265,0.8336,0.1664,1,1,0.7211,,,,,8,8869,,,,0.1895,,,,,27754,0.5845
Charter College,0.3557,0.0578,0.2146,0.0024,0.0719,0.053,0.1536,0,0.0909,0.2583,0.7417,3,3,0.5901,,,,,8,,29523,4569,0.3439,0.6968,,,0,,27754,0.5845
Alaska Career College,0.3629,0.1053,0.0803,0.1967,0.1551,0.0249,0.0637,0,0.0111,0.144,0.856,2,3,0.5291,,,,,8,,16278,3591,0.2188,0.7091,,,,,27754,0.5845
Empire Beauty School-Tucson,0.3208,0.0849,0.4811,0.0283,0.0472,0,0,0,0.0377,0.0472,0.9528,1,3,0.4151,,,,,6,,14496,,,0.513,,,,,27754,0.5845
Carrington College-Phoenix North,0.2816,0.0742,0.4939,0.0286,0.059,0.0049,0.0298,0.0061,0.0219,0.1478,0.8522,2,3,0.4915,,,,,6,,22966,6222,0.3485,0.536,,,,,27754,0.5845
Arizona Academy of Beauty-East,0.3,0.15,0.375,0.05,0.05,0,0.075,0,0,0.025,0.975,1,3,0.625,,,,,6,,10676,,,0.5119,,,,,27754,0.5845
Platt College-Arizona Automotive Institute Arizona,0.3633,0.1102,0.3469,0.0122,0.102,0.0163,0.0367,0,0.0122,0.9204,0.0796,1,3,0.6143,,,,,6,,30504,,,0.5947,,,,,27754,0.5845
Brookline College-Phoenix,0.4301,0.1872,0.1434,0.048,0.0703,0.0049,0.032,0,0.0842,0.1663,0.8337,4,3,0.7314,,,,,6,,32801,5567,1,0.6989,14,,,,27754,0.5845
Arizona State University Campus Immersion,0.4927,0.0383,0.2266,0.0853,0.0112,0.0017,0.0477,0.0884,0.0082,0.5525,0.4475,4,1,0.0877,0.8647,615,625,1230,6,11706,,11736,0.7887,0.3392,8825,423,1171,1,47975.5,0.5845
Arizona Western College,0.1418,0.0131,0.7606,0.0086,0.0095,0.0023,0.0155,0.0125,0.036,0.4053,0.5947,2,1,0.2392,,,,,6,10165,,6401,0.2985,0.0164,,644,2000,,27754,0.5845
University of Arizona,0.4977,0.0386,0.2709,0.0532,0.0117,0.0023,0.0499,0.0624,0.0133,0.4644,0.5356,4,1,0.1113,0.8459,615,620,1228,6,15016,,11256,0.7567,0.3558,10061,801,800,5,47975.5,0.5845
Central Arizona College,0.382,0.0563,0.3701,0.017,0.0454,0.0038,0.0394,0.0142,0.0718,0.3869,0.6131,2,1,0.3603,,,,,6,6260,,6629,1,0.0886,,16,1600,,27754,0.5845
Charles of Italy Beauty College,0.5,0.0517,0.2759,0.0345,0.0172,0,0.0172,0,0.1034,0.0172,0.9828,1,3,0.431,,,,,6,,8348,,,0.6761,,,,,27754,0.5845
Cochise County Community College District,0.4018,0.0493,0.4505,0.0162,0.0062,0.005,0.0496,0.0127,0.0086,0.452,0.548,2,1,0.4248,,,,,6,6228,,6365,0.4275,0.0632,,285,1800,,36066,0.5845
Empire Beauty School-Chandler,0.2712,0.2542,0.2203,0.0169,0.0678,0,0.0678,0,0.1017,0.0847,0.9153,1,3,0.5254,,,,,6,,14866,,,0.5347,,,,,27754,0.5845
Avalon School of Cosmetology-Mesa,0.4401,0.0563,0.3803,0.0282,0.0387,0,0.0423,0,0.0141,0.0317,0.9683,1,3,0.3486,,,,,6,,15914,,,0.6306,,,,,27754,0.5845
Eastern Arizona College,0.6051,0.0304,0.224,0.0073,0.062,0.005,0.0241,0.0075,0.0345,0.4632,0.5368,2,1,0.5673,,,,,6,6195,,7736,0.28,0,,1385,992,,27754,0.5845
Embry-Riddle Aeronautical University-Prescott,0.6222,0.0149,0.1359,0.0565,0.0045,0.0059,0.0624,0.069,0.0288,0.7362,0.2638,4,2,0.0722,0.657,,,,6,,35396,9256,0.722,0.4376,52,9,1400,5,47975.5,0.5845
The School of Architecture,,,,,,,,,,,,4,2,,,,,,6,,,3958,,,23,,,,,0.5845
Glendale Community College,0.4801,0.0227,0.3097,0.0783,0.0007,0.0007,0.026,0.0418,0.04,0.4508,0.5492,2,1,0.3953,,,,,8,2416,,9500,0.3246,0.0198,,1280,1972,,36066,0.5845
Grand Canyon University,0.4791,0.1604,0.2165,0.0313,0.0095,0.0064,0.0417,0.0103,0.0449,0.2879,0.7121,4,3,0.569,0.7694,,,,6,,21020,6749,0.0812,0.5847,37214,1368,800,2,47975.5,0.5845
Gateway Community and Technical College,0.8171,0.0719,0.052,0.0108,0.0013,0.001,0.0398,0.0003,0.0057,0.4448,0.5552,2,1,0.3496,,,,,5,6231,,5407,0.8764,0.2127,,1800,1000,,27754,0.5845
Mesa Community College,0.4439,0.061,0.3199,0.0409,0.0367,0.0031,0.043,0.0197,0.0318,0.4663,0.5337,2,1,0.3347,,,,,6,9669,,9418,1,0.1161,,4341,1464,,27754,0.5845
Mohave Community College,0.6572,0.0121,0.2368,0.017,0.0177,0.0048,0.0388,0.0055,0.01,0.3102,0.6898,2,1,0.4292,,,,,6,8986,,6551,0.2971,0.1078,,1460,810,,27754,0.5845
Universal Technical Institute of Arizona Inc-Motorcycle Mechanics Institute Division,0.6821,0.0333,0.1095,0.006,0.0262,0.0083,0.1024,0.0024,0.0298,0.95,0.05,1,3,0.5333,,,,,6,,17837,,,0.5342,,,,,27754,0.5845
Dine College,0.0029,0,0.0015,0.0015,0.9891,0,0,0.0051,0,0.3043,0.6957,3,1,0.4593,,,,,6,11050,,5957,0.6154,0,,86,1400,,36066,0.5845
Northern Arizona University,0.5485,0.0319,0.2532,0.0217,0.0264,0.0029,0.0572,0.0411,0.0171,0.38,0.62,4,1,0.1735,0.8489,,,,6,12915,,8431,0.663,0.424,4222,376,1000,2,47975.5,0.5845
Northland Pioneer College,0.441,0.0047,0.1149,0.0078,0.382,0.0023,0.0155,0,0.0318,0.3439,0.6561,2,1,0.3218,,,,,6,8749,,5583,0.5149,0,,1720,1400,,27754,0.5845
Ottawa University-Phoenix,0.5405,0.1018,0.2715,0.0183,0.0209,0,0.0052,0,0.0418,0.2559,0.7441,4,2,0.8256,,,,,6,,,6603,0.7143,0.6657,633,7,,,47975.5,0.5845
Pima Community College,0.3597,0.0461,0.492,0.0272,0.0223,0.0048,0.0171,0.0013,0.0295,0.4275,0.5725,2,1,0.3851,,,,,6,3583,,5425,0.257,0.1164,,2371,1920,,27754,0.5845
Pima Medical Institute-Tucson,0.3698,0.0653,0.4096,0.0414,0.0166,0.0041,0.087,0,0.0062,0.1932,0.8068,3,3,0.6774,,,,,6,,,5896,0.5914,0.3641,,,,,27754,0.5845
Prescott College,0.6903,0.028,0.0473,0.0129,0.0237,0.0043,0.071,0.0043,0.1183,0.3312,0.6688,4,2,0.2903,0.9741,,,,6,,18798,5095,0.3696,0.5351,490,38,982,5,47975.5,0.5845
Refrigeration School Inc,0.3743,0.0952,0.3045,0.0111,0.1307,0.0089,0.0543,0.0011,0.0199,0.938,0.062,2,3,0.6545,,,,,6,,21695,4308,0.8571,0.7152,,,,,27754,0.5845
Rio Salado College,0.4865,0.1083,0.281,0.0252,0.0189,0.0024,0.0475,0.0014,0.0288,0.3182,0.6818,2,1,0.3735,,,,,6,9320,,7739,1,0.082,,13274,1464,,27754,0.5845
Roberto-Venn School of Luthiery,0.8421,0,0.0526,0.1053,0,0,0,0,0,1,0,1,3,0.5263,,,,,6,,22849,,,0.4706,,,,,27754,0.5845
Scottsdale Community College,0.5454,0.0424,0.2347,0.0306,0.0559,0.0032,0.0408,0.0105,0.0366,0.4492,0.5508,2,1,0.3421,,,,,6,10397,,9249,1,0.0865,,2914,1464,,36066,0.5845
South Mountain Community College,0.1225,0.1761,0.5843,0.0215,0.0311,0.0016,0.0311,0.0029,0.0289,0.4208,0.5792,2,1,0.2719,,,,,6,8566,,9280,1,0.1043,,1203,1464,,36066,0.5845
Arizona Christian University,0.4558,0.1494,0.2391,0.0137,0.0075,0.0025,0.0535,0.0448,0.0336,0.6376,0.3624,3,2,0.0931,0.6793,500,485,982,6,,21374,5377,0.186,0.5696,,67,1400,1,47975.5,0.5845
Yavapai College,0.5688,0.0114,0.1961,0.0105,0.0223,0.0036,0.0253,0.0018,0.1601,0.3995,0.6005,2,1,0.4474,,,,,6,6965,,7401,0.3495,0.0745,,3038,1600,,27754,0.5845
University of Arkansas at Little Rock,0.4864,0.2719,0.0439,0.022,0.0037,0,0.1322,0.0369,0.0029,0.3686,0.6314,4,1,0.3598,0.6582,,,1120,5,14906,,6908,0.9704,0.4329,2461,1220,1500,1,47975.5,0.5845
University of Arkansas for Medical Sciences,0.6903,0.1032,0.0724,0.0308,0.0062,0.0031,0.0262,0.0123,0.0555,0.1664,0.8336,4,1,0.467,,,,,5,,,9354,0.8471,0.6007,2102,17,,,47975.5,0.5845
Arkansas Baptist College,0.1394,0.7853,0.0151,0.0019,0.0056,0,0.0038,0.0056,0.0433,0.7721,0.2279,3,2,0.1996,,,,,5,,19029,4367,0.3953,0.8362,,,1000,,47975.5,0.5845
Arkansas Beauty School-Little Rock,0,0.5,0.375,0,0,0,0,0.125,0,0.125,0.875,1,3,0.25,,,,,5,,19639,,,0.2585,,,,,27754,0.5845
Arkansas Beauty College,0.8333,0.0556,0.1111,0,0,0,0,0,0,0,1,1,3,0.5,,,,,5,,10004,,,0.6207,,,,,27754,0.5845
Lyon College,0.5462,0.0938,0.0631,0.0462,0.0277,0,0,0.0138,0.2092,0.5631,0.4369,3,2,0.0242,0.444,570,550,1165,5,,15447,6577,1,0.6122,,12,1500,1,47975.5,0.5845
Arkansas College of Barbering and Hair Design,0.0488,0.9268,0.0244,0,0,0,0,0,0,0.8171,0.1829,1,3,0.2439,,,,,5,,,,,0.3048,,,,,27754,0.5845
Arthur's Beauty College,0.75,0.125,0.0938,0,0,0,0,0,0.0313,0.0625,0.9375,1,3,0.3125,,,,,5,,11431,,,0.6038,,,,,27754,0.5845
Arkansas State University-Newport,0.688,0.1956,0.0503,0.0028,0.0055,0,0.0158,0.0014,0.0406,0.3678,0.6322,2,1,0.2891,,,,,5,8337,,4876,0.4847,0.163,,817,548,,27754,0.5845
University of Arkansas at Pine Bluff,0.0287,0.9023,0.0231,0.0039,0.0039,0.0009,0.0197,0.0137,0.0039,0.4068,0.5932,4,1,0.089,0.4394,485,485,978,5,12320,,5807,0.8133,0.6688,116,49,1000,1,47975.5,0.5845
Arkansas State University-Beebe,0.8166,0.0739,0.052,0.008,0.008,0.0021,0.0262,0.0013,0.0118,0.3621,0.6379,2,1,0.2186,,,,,5,8899,,5053,0.5492,0.1413,,950,1000,,27754,0.5845
Arkansas Tech University,0.7438,0.0786,0.0787,0.0134,0.0059,0.0011,0.0454,0.0332,0,0.4528,0.5472,4,1,0.1396,0.9474,,,,5,10772,,6868,0.9946,0.3628,814,3085,1240,2,47975.5,0.5845
University of Arkansas at Monticello,0.5991,0.2832,0.0336,0.0028,0.0014,0,0.0704,0.0076,0.0019,0.4303,0.5697,4,1,0.1743,,,,,5,12136,,5765,1,0.4569,331,409,1200,,27754,0.5845
Baptist Health College Little Rock,0.6672,0.2597,0.0406,0.0114,0.0016,0.0016,0.0097,0.0016,0.0065,0.1201,0.8799,2,2,0.3831,1,,,1085,5,,23568,6220,0.6883,0.841,,,2525,1,36066,0.5845
Black River Technical College,0.9212,0.0268,0.0251,0.0043,0.0035,0.0026,0.0165,0,0,0.3385,0.6615,2,1,0.3553,,,,,5,7690,,4233,0.5517,0.1909,,317,2565,,27754,0.5845
University of Central Arkansas,0.6645,0.162,0.0582,0.0224,0.0057,0.0007,0.0427,0.0417,0.0021,0.391,0.609,4,1,0.0977,0.9042,535,525,1187,5,15376,,7121,0.7652,0.4714,1735,577,1200,1,47975.5,0.5845
Central Baptist College,0.6867,0.155,0.0567,0.005,0.02,0.0017,0.03,0.0267,0.0183,0.53,0.47,3,2,0.2177,0.4,469,492,1027,5,,16619,5304,0.2667,0.6011,,66,1350,1,47975.5,0.5845
Cossatot Community College of the University of Arkansas,0.5342,0.1307,0.2758,0.0031,0.0082,0,0.048,0,0,0.3146,0.6854,2,1,0.2133,,,,,5,4677,,5350,0.4937,0,,540,240,,27754,0.5845
Crowley's Ridge College,0.821,0.1358,0.0123,0.0123,0,0,0,0,0.0185,0.5556,0.4444,3,2,0.0374,,,,,5,,13796,4005,0.9474,0.731,,25,600,,47975.5,0.5845
East Arkansas Community College,0.481,0.4684,0.019,0.0076,0.0025,0,0.0152,0.0063,0,0.3696,0.6304,2,1,0.3681,,,,,5,6290,,5211,0.5111,0.0521,,560,2200,,27754,0.5845
Eastern College of Health Vocations-Little Rock,0.1875,0.7778,0.0347,0,0,0,0,0,0,0.0556,0.9444,1,3,0.4514,,,,,5,,12646,,,0.8658,,,,,27754,0.5845
Paul Mitchell the School-Little Rock,0.5933,0.2869,0.0752,0.0056,0.0111,0.0028,0.0056,0,0.0195,0.0585,0.9415,1,3,0.3677,,,,,5,,18852,,,0.6377,,,,,27754,0.5845
National Park College,0.7311,0.1342,0.0941,0.0117,0.0147,0,0,0,0.0142,0.3787,0.6213,2,1,0.3447,,,,,5,9424,,5268,1,0.4348,,110,1500,,27754,0.5845
University of Arkansas Community College-Batesville,0.8078,0.0326,0.0861,0.0105,0.0042,0,0.0588,0,0,0.313,0.687,2,1,0.257,,,,,5,7236,,4078,0.2516,0.1478,,507,1000,,27754,0.5845
Harding University,0.809,0.0472,0.0384,0.0088,0.0027,0.0016,0.0331,0.0584,0.0008,0.4556,0.5444,4,2,0.0429,0.6134,590,575,1204,5,,19375,7375,0.7929,0.5137,1100,30,1200,1,47975.5,0.5845
Henderson State University,0.6405,0.1997,0.059,0.0111,0.0037,0.0074,0.06,0.0101,0.0084,0.4293,0.5707,4,1,0.093,0.7564,524,521,1102,5,10270,,6837,0.9955,0.463,607,465,2000,1,47975.5,0.5845
Hendrix College,0.6078,0.0697,0.0661,0.0317,0,0,0.0335,0.0172,0.1739,0.4783,0.5217,4,2,0.0027,0.6996,635,620,1324,5,,19295,7474,1,0.4825,12,5,1100,5,47975.5,0.5845
Hot Springs Beauty College,0.7544,0.1053,0.0526,0.0175,0.0175,0,0.0526,0,0,0.0526,0.9474,1,3,0.3684,,,,,5,,9563,,,0.6667,,,,,27754,0.5845
Jefferson Regional Medical Center School of Nursing,0.75,0.1964,0.0536,0,0,0,0,0,0,0.0357,0.9643,2,2,0.4464,,,,,5,,,6923,,0.6148,,,,,36066,0.5845
John Brown University,0.7374,0.0166,0.0781,0.0124,0.0124,0.0014,0.0504,0.0684,0.0228,0.3974,0.6026,4,2,0.108,0.7577,590,570,1237,5,,21963,7083,0.9843,0.4419,542,330,800,1,47975.5,0.5845
Career Academy of Hair Design,0.6793,0.0543,0.1467,0.0272,0.0707,0.0054,0.0163,0,0,0.038,0.962,1,3,0.4185,,,,,5,,11257,,,0.7726,,,,,27754,0.5845
Academy of Salon and Spa,0.5714,0.127,0.1587,0.0159,0.0635,0.0159,0.0476,0,0,0.0159,0.9841,1,3,0.381,,,,,5,,11630,,,0.5495,,,,,27754,0.5845
Arkansas State University Mid-South,0.3362,0.5552,0.0441,0.0068,0.0051,0,0.0357,0.0153,0.0017,0.3548,0.6452,2,1,0.2203,,,,,5,6163,,4336,0.4175,0,,741,1390,,27754,0.5845
Arkansas Northeastern College,0.622,0.3028,0.0588,0.0054,0.0011,0,0.0087,0,0.0011,0.3606,0.6394,2,1,0.2983,,,,,5,4371,,5204,1,0,,644,994,,27754,0.5845
New Tyler Barber College Inc,0,0.9333,0.0667,0,0,0,0,0,0,0.6333,0.3667,1,3,0.5667,,,,,5,,17068,,,0.3509,,,,,27754,0.5845
Northwest Technical Institute,0.5801,0.0387,0.3094,0.0166,0.0055,0.0221,0.0276,0,0,0.6906,0.3094,1,1,0.3536,,,,,5,5136,,,,0,,,1500,,27754,0.5845
Ouachita Baptist University,0.8038,0.0722,0.0584,0.0079,0.0039,0.0007,0.0282,0.0249,0,0.4239,0.5761,3,2,0.0147,0.6143,580,575,1194,5,,19815,6374,1,0.6096,,109,1100,1,47975.5,0.5845
Arkansas State University Three Rivers,0.6667,0.2305,0.0419,0.0057,0.0057,0,0.0476,0,0.0019,0.261,0.739,2,1,0.2858,,,,,5,6085,,4886,0.3211,0.1803,,626,1200,,27754,0.5845
Ozarka College,0.9499,0.0147,0.0208,0.0049,0.0086,0.0012,0,0,0,0.2689,0.7311,2,1,0.2701,,,,,5,4939,,4804,0.3864,0.187,,352,1100,,27754,0.5845
University of the Ozarks,0.4384,0.0677,0.1145,0.0086,0.0086,0.0012,0.0382,0.2599,0.0628,0.4914,0.5086,3,2,0.0255,0.5019,480,480,1046,5,,12924,6720,0.7353,0.5206,,12,,5,47975.5,0.5845
University of Arkansas Community College-Morrilton,0.728,0.0939,0.0939,0.0061,0.0018,0,0.0533,0.0188,0.0042,0.3622,0.6378,2,1,0.2865,0.7551,,,,5,5013,,5161,1,0.2003,,185,1500,2,27754,0.5845
Philander Smith College,0.003,0.9217,0.01,0.001,0.001,0.003,0.0181,0.0341,0.008,0.3614,0.6386,3,2,0.0964,,,,,5,,14141,5808,1,0.82,,,1200,,47975.5,0.5845
Phillips Community College of the University of Arkansas,0.4014,0.5532,0.0213,0.0043,0.0014,0,0.0184,0,0,0.3319,0.6681,2,1,0.1888,,,,,5,4566,,4924,0.6484,0,,836,1200,,27754,0.5845
Southeast Arkansas College,0.2194,0.618,0.1371,0.0088,0.002,0.001,0.0137,0,0,0.3203,0.6797,2,1,0.4226,,,,,5,7010,,4872,0.4563,0.2817,,264,1320,,27754,0.5845
Professional Cosmetology Education Center,0.5,0.4773,0.0227,0,0,0,0,0,0,0,1,1,3,0.3864,,,,,5,,5780,,,0.5741,,,,,27754,0.5845
University of Arkansas-Pulaski Technical College,0.4377,0.4288,0.0259,0.016,0.006,0.0015,0.0361,0.0099,0.038,0.3532,0.6468,2,1,0.3914,,,,,5,12030,,4828,1,0.4342,,902,772,,27754,0.5845
University of Arkansas Hope-Texarkana,0.5097,0.3769,0.0918,0.0065,0.0054,0.0011,0.0054,0,0.0032,0.2613,0.7387,2,1,0.2822,,,,,5,6696,,4520,0.5233,0,,470,1136,,27754,0.5845
University of Arkansas Community College Rich Mountain,0.7901,0.0115,0.0763,0.0115,0.0191,0.0038,0.0248,0.0573,0.0057,0.3416,0.6584,2,1,0.2913,,,,,5,4696,,4648,0.3333,0,,341,750,,27754,0.5845
Paul Mitchell the School-Arkansas,0.7941,0.0098,0.1275,0.0294,0.0294,0.0098,0,0,0,0.0588,0.9412,1,3,0.1569,,,,,5,,23492,,,0.5894,,,,,27754,0.5845
Searcy Beauty College,0.9041,0.0137,0.0411,0,0.0411,0,0,0,0,0.0137,0.9863,1,3,0.4658,,,,,5,,20625,,,0.6639,,,,,27754,0.5845
Shorter College,0.0181,0.9367,0.0271,0,0.0045,0,0.0136,0,0,0.2941,0.7059,2,2,0.7828,,,,,5,,13747,3487,1,0.8272,,,500,,36066,0.5845
Williams Baptist University,0.7285,0.1309,0.041,0,0.0039,0.002,0.0215,0.0723,0,0.5352,0.4648,4,2,0.0475,0.5878,450,520,1062,5,,18444,5468,1,0.5929,24,14,1250,1,47975.5,0.5845
South Arkansas Community College,0.5371,0.3686,0.0515,0.0061,0.0026,0,0.021,0.0105,0.0026,0.2524,0.7476,2,1,0.3576,,,,,5,8101,,4896,1,0.2363,,298,1635,,27754,0.5845
Southern Arkansas University Main Campus,0.6596,0.2405,0.0458,0.0066,0.0044,0.0006,0.0218,0.0205,0,0.4444,0.5556,4,1,0.0982,0.6506,529,538,1085,5,14270,,6850,0.6641,0.7623,889,422,1600,1,47975.5,0.5845
Southern Arkansas University Tech,0.4744,0.4034,0.0483,0.0028,0.0028,0,0.0625,0.0057,0,0.446,0.554,2,1,0.2087,,,,,5,9554,,4295,0.661,0.1216,,398,1500,,27754,0.5845
Velvatex College of Beauty Culture,0,1,0,0,0,0,0,0,0,0,1,1,3,0.7333,,,,,5,,7685,,,0.3889,,,,,27754,0.5845
University of Arkansas-Fort Smith,0.6424,0.0367,0.1378,0.0528,0.0193,0.001,0.0985,0.0115,0,0.402,0.598,4,1,0.1946,,,,,5,9637,,6986,0.672,0.3504,36,1346,1605,,47975.5,0.5845
Academy of Art University,0.1511,0.0632,0.1082,0.0528,0.0046,0.0053,0.0283,0.2563,0.3301,0.4339,0.5661,4,3,0.409,,,,,8,,34145,8678,0.2086,0.4724,3118,124,1972,,47975.5,0.5845
Academy of Chinese Culture and Health Sciences,,,,,,,,,,,,4,2,,,,,,8,,,,,,133,,,,,0.5845
Avalon School of Cosmetology-Alameda,0.1489,0.2979,0.383,0.0851,0,0.0213,0.0213,0,0.0426,0,1,1,3,0.2766,,,,,8,,15539,,,0.5,,,,,27754,0.5845
Allan Hancock College,0.2172,0.0198,0.6464,0.0339,0.0029,0.0028,0.0309,0.0019,0.0443,0.4542,0.5458,2,1,0.2842,,,,,8,3810,,8531,0.2798,0.0106,,2865,1971,,36066,0.5845
American Academy of Dramatic Arts-Los Angeles,0.3825,0.0996,0.0876,0.012,0.008,0.004,0.0717,0.3028,0.0319,0.3625,0.6375,2,2,0.1155,0.7847,,,,8,,38205,8594,0.1739,0.5133,,,570,3,36066,0.5845
Berkeley School of Theology,,,,,,,,,,,,4,2,,,,,,8,,,6382,0.5,,39,,,,,0.5845
American Film Institute Conservatory,,,,,,,,,,,,4,2,,,,,,8,,,8536,0.1412,,334,,,,,0.5845
American Beauty College,0.0761,0.0109,0.8696,0.0109,0.0109,0,0.0109,0,0.0109,0.3587,0.6413,1,3,0.4783,,,,,8,,9579,,,0.4703,,,,,27754,0.5845
American Career College-Los Angeles,0.0645,0.1347,0.6324,0.1168,0.0026,0.0198,0.0262,0,0.0032,0.224,0.776,2,3,0.4907,,,,,8,,18804,6035,,0.6026,,,,,27754,0.5845
American Conservatory Theater,1,0,0,0,0,0,0,0,0,1,0,4,2,0.2222,,,,,8,,,10514,1,0,34,8,500,3,27754,0.5845
American River College,0.377,0.0719,0.292,0.1153,0.0049,0.0085,0.0539,0.0036,0.0729,0.5453,0.4547,2,1,0.532,,,,,8,4816,,8832,0.3996,0.0306,,2599,1854,,27754,0.5845
Antelope Valley College,0.1567,0.1395,0.5803,0.0353,0.0035,0.0016,0.0439,0.0013,0.0379,0.423,0.577,3,1,0.333,,,,,8,4775,,8669,0.1913,0.0707,,1575,900,,36066,0.5845
The Creative Center,0.85,0,0.05,0,0.025,0,0.075,0,0,0.275,0.725,3,3,0.05,0.963,,,,4,,38413,6000,,0.9487,,,4900,3,47975.5,0.5845
Associated Technical College-Los Angeles,0.0896,0.4299,0.3761,0.0119,0,0,0.0537,0,0.0388,0.4597,0.5403,1,3,0.791,,,,,8,,22633,,,0.3766,,,,,27754,0.5845
Associated Technical College-San Diego,0.2118,0.2471,0.4235,0.0235,0,0.0471,0,0,0.0471,0.7765,0.2235,1,3,0.7059,,,,,8,,23019,,,0.4675,,,,,27754,0.5845
Los Angeles Pacific University,0.231,0.1843,0.4402,0.064,0.0038,0.0141,0.0288,0,0.0339,0.2054,0.7946,4,2,0.8468,,,,,8,,19232,7416,0.0769,0.7344,334,56,1200,,47975.5,0.5845
Bakersfield College,0.1782,0.0487,0.6734,0.0391,0.0033,0.001,0.0327,0.0029,0.0208,0.4435,0.5565,3,1,0.288,,,,,8,4720,,10430,0.4946,0.0122,,6435,1971,,36066,0.5845
Barstow Community College,0.2424,0.1557,0.4345,0.0321,0.0064,0.0129,0.0643,0.005,0.0468,0.3402,0.6598,2,1,0.4873,,,,,8,9518,,9455,0.2529,0,,277,2293,,36066,0.5845
Bellus Academy-Chula Vista,0.0251,0.1297,0.6318,0.0837,0.0126,0.0084,0.0962,0,0.0126,0.3096,0.6904,1,3,0.4477,,,,,8,,19501,,,0.6261,,,,,27754,0.5845
Bethesda University,0.0659,0.1202,0.1318,0.1395,0,0,0.0233,0.5194,0,0.7016,0.2984,4,2,0.3953,,,,,8,,16133,2083,0.1311,0.2676,139,,400,,47975.5,0.5845
Biola University,0.4542,0.0275,0.2074,0.1506,0.0027,0.0079,0.0635,0.0501,0.036,0.3672,0.6328,4,2,0.0688,0.6985,605,590,1198,8,,31859,7676,0.6093,0.563,2060,12,1970,1,47975.5,0.5845
Brownson Technical School,0.2264,0.0377,0.5849,0.1321,0,0,0,0,0.0189,1,0,1,3,0.4717,,,,,8,,29628,,,0.7544,,,,,27754,0.5845
